RANK,SONG,ARTIST,YEAR,WEIGHT,SENT,DECADE,LYRICS
23,she blinded me with science,thomas dolby,1983,78,1,80, its poetry in motion she turned her tender eyes to me as deep as any ocean as sweet as any harmony mmm  but she blinded me with science she blinded me with science and failed me in biologywhen im dancing close to her blinding me with science  science i can smell the chemicals science sciencemmm  but its poetry in motion and when she turned her eyes to me as deep as any ocean as sweet as any harmony mmm  but she blinded me with science she blinded me with science and failed me in geometrywhen shes dancing next to me blinding me with science  science science i can hear machinery blinding me with science  science scienceits poetry in motion and now shes making love to me the spheres are in commotion the elements in harmony she blinded me with science she blinded me with science and hit me with technologygood heavens miss sakamoto  youre beautiful i dont believe it there she goes again shes tidied up and i cant find anything all my tubes and wires and careful notes and antiquated notionsbut  its poetry in motion and when she turned her tender eyes to me as deep as any ocean as sweet as any harmony mmm  but she blinded me with science she blinded me with science and failed me in geometryshe blinded me  with science she blinded me with 
24,africa,toto,1983,77,2,80, i hear the drums echoing tonight but she hears only whispers of some quiet conversation shes coming in 1230 flight the moonlit wings reflect the stars that guide me towards salvation i stopped an old man along the way hoping to find some long forgotten words or ancient melodies he turned to me as if to say hurry boy its waiting there for youits gonna take a lot to take me away from you theres nothing that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never had    meaning  byamandah   editor    on january 27th 2015 kristen bell  dax shepard released their music video to totos africa recorded while the couple was there on safari these two are    see all   the wild dogs cry out in the night as they grow restless longing for some solitary company i know that i must do whats right as sure as kilimanjaro rises like olympus above the serengeti i seek to cure whats deep inside frightened of this thing that ive becomeits gonna take a lot to drag me away from you theres nothing that a hundred men or more could ever do i bless the rains down in africa gonna take some time to do the things we never hadhurry boy shes waiting there for youits gonna take a lot to drag me away from you theres nothing that a hundred men or more could ever do i bless the rains down in africa i bless the rains down in africa i bless the rain i bless the rains down in africa i bless the rain i bless the rains down in africa i bless the rains down in africa ah gonna take the time gonna take some time to do the things we never had 
25,little red corvette,prince,1983,76,1,80, i guess i should of known by the way you parked your car sideways that it wouldnt last see youre the kinda person that believes in makin out once love em and leave em fasti guess i must be dumb cause you had a pocket full of horses trojan and some of them used but it was saturday night i guess that makes it all right and you say what have i got to lose and honey i saylittle red corvette baby youre much too fast little red corvette you need a love thats gonna lasti guess i should of closed my eyes when you drove me to the place where your horses run free cause i felt a little ill when i saw all the pictures of the jockeys that were there before me    meaning  byamandah   editor    princes little red corvette is a clever metaphor for a beautiful desired person on the road to breaking down after too many onenightstands    see all   believe it or not i started to worry i wondered if i had enough class but it was saturday night i guess that makes it all right and you say baby have you got enough gas oh yeahlittle red corvette baby youre much to fast yes you are little red corvette you need to find a love thats gonna last ah huha body like yours a body like yours oughta be in jail oughta be in jail cause its on the verge of bein obscene cause its on the verge of bein obscene move over baby move over baby gimme the keys gimme the keys im gonna try to tame your little red love machine im gonna try to tame your little red love machinelittle red corvette baby youre much to fast little red corvette you need to find a love thats gonna lastlittle red corvette honey you got to slow down got to slow down little red corvette cause if you dont you gonna run your little red corvette right in the groundlittle red corvette right down to the ground honey you got to slow down you you you got to slow down little red corvette youre movin much too fast too fast you need to find a love thats gonna lastgirl you got an ass like i never seen and the ride i say the ride is so smooth you must be a limousinebaby youre much to fast little red corvette you need a love you need a love thats thats gonna last little red corvette babe you got to slow down you got to slow down little red corvette cause if you dont cause if you dont you gonna run your body right into the ground right into the ground right into the ground right into the ground right into the ground right into the groundlittle red corvette 
26,back on the chain gang,the pretenders,1983,75,2,80,i found a picture of you ohh ohh youd hijacked my world at night to a place in the past weve been passed out of ohh ohh now were back in the fight   ooh ah were back on the train yeah   ooh ah   ooh ah oh back on the chain gang circumstance beyond our control ohh ohh the phone tv and the news of the world got in the house like a pigeon from hell ohh ohh threw sand in our eyes and descended like flies   ooh ah were just back on the train yeah   ooh ah   ooh ah ah back on the chain gang the powers that be that force us to live like we do bring me to my knees when i see what theyve done to you well ill die as i stand here today knowing that deep in my heart theyll fall to ruin one day for makin us part i found a picture of you ohh ohh those were the happiest days of my life like a break in the battle was your part ohh ohh in the wretched life of a lonely heart   ooh ah now were back on the train yeah   ooh ah   ooh ah ah back on the chain gang
27,up where we belong,joe cocker and jennifer warnes,1983,74,1,80, who knows what tomorrow brings in a world few hearts survive all i know is the way i feel when its real i keep it alivethe road is long there are mountains in our way but we climb a step every daylove lift us up where we belong where the eagles cry on a mountain high love lift us up where we belong far from the world below up where the clear winds blowsome hang on to used to be live their lives looking behind all we have is here and now all our lives out there to findthe road is long there are mountains in our way but we climb a step every daylove lift us up where we belong where the eagles cry on a mountain high love lift us up where we belong far from the world we know where the clear winds blowtime goes by no time to cry lifes you and i alive todaylove lift us up where we belong where the eagles cry on a mountain high love lift us up where we belong far from the world we know where the clear winds blowlove lift us up where we belong where the eagles cry on a mountain high love lift us up where we belong 
28,mr roboto,styx,1983,73,2,80, domo arigato mr roboto domo arigato mr roboto mata ahoo hima de domo arigato mr roboto himitsu wo shiri taiyoure wondering who i am secret secret ive got a secret machine or mannequin secret secret ive got a secret with parts made in japan secret secret ive got a secret i am the modren manive got a secret ive been hiding under my skin my heart is human my blood is boiling my brain ibm so if you see me acting strangely dont be surprisedim just a man who needed someone and somewhere to hide to keep me alive just keep me alive somewhere to hide to keep me aliveim not a robot without emotions im not what you see ive come to help you with your problems so we can be free im not a hero im not a saviour forget what you knowim just a man whose circumstances went beyond his control beyond my control we all need control i need control we all need controli am the modren man secret secret ive got a secret who hides behind a mask secret secret ive got a secret so no one else can see secret secret ive got a secret my true identitydomo arigato mr roboto domo domo domo arigato mr roboto domo domodomo arigato mr roboto domo arigato mr roboto domo arigato mr roboto domo arigato mr roboto domo arigato mr robotothank you very much mr roboto for doing the jobs that nobody wants to and thank you very much mr roboto for helping me escapejust when i needed to thank you thank you thank you i want to thank you please thank you ohthe problems plain to see too much technology machines to save our lives machines dehumanizethe time has come at last secret secret ive got a secret to throw away this mask secret secret ive got a secret now everyone can see secret secret ive got a secret my true identity im kilroy kilroy kilroy kilroy 
29,you are,lionel richie,1983,72,2,80, baby youll find theres only one love yours and mine ive got so much loveand needing you so my love for you ill never let go ive got so much loveall i want is to hold you let me show how much i love you baby show you i dont mind and i dont mind loving you girl i love you theres no one above youyou are the sun you are the rain that makes my life this foolish game you need to know i love you so and id do it all again and againtell me its true i cant believe you do what you do ive got so much love and my love youll see well stay together just you and me ive got so much loveonly you know me tell me how to love you baby show me i dont mind and i dont mind tell me girl i love you always thinking of youyou are the sun you are the rain that makes my life this foolish game you need to know i love you so and id do it all again and againi know you know the way i feel and i need your love for always cause when im with you i fall in love again and again and again babyyou are the sun you are the rain that makes my life this foolish game you need to know i love you so and id do it all again and againyou are the sun you are the rain baby that makes my life this foolish game you need to know i love you so and id do it all again and againyou are the sun you are the rain that makes my life this foolish game you need to know i love you so and id do it all again and againyou are the sun you are the rain that makes my life this foolish game you need to know i love you so and id do it all again and again 
30,der kommissar,after the fire,1983,71,2,80,zwei drei vier one two three its easy to see but its not that i dont care so cause i hear it all the time but they never let you know on the tv and the radio she was young her heart was pure but every night is bright she got she said sugar is sweet she come rappin to the beat then i knew that she was hot she was singin dont turn around oh ohincomprehensible der kommissars in town oh oh youre in his eye and youll know why the more you live the faster you will die alles klar herr kommissar she said babe you know i miss jill and joe and all my funky friends but my street understanding was just enough to know what she really meant and i got to thinking while she was talking that i know she told the story of those special places that she goes when she rides with the others in the subway singin dont turn around oh oh der kommissars in town oh oh and if he talks to you and you dont know why you say your life is gonna make you die alles klar herr kommissar well we meet jill and joe and brother herr and the whole cool gang and oh theyre rappin here theyre rappin there but shes climbin on the wall its a clear case herr kommissar cause all the children know theyre all slidin down into the valley theyre all slipping on the same snow hear the children dont turn around oh oh der kommissars in town oh oh hes got the power and youre so weak and youre frustration will not let you speak dont turn around oh oh der kommissars in town oh oh and if he talks to you then youll know why the more you live the faster you will die dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh dont turn around oh oh der kommissars in town oh oh
31,puttin on the ritz,taco,1983,70,2,80, if youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz different types who wear a day coat pants with stripes and cutaway coat perfect fits puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper come lets mix where rockefellers walk with sticks or umbrellas in their mitts puttin on the ritzhave you seen the welltodo up and down park avenue on that famous thoroughfare with their noses in the air high hats and arrow collars white spats and lots of dollars spending every dime for a wonderful timeif youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz different types who wear a day coat pants with stripes and cutaway coat perfect fits puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper come lets mix where rockefellers walk with sticks or umbrellas in their mitts puttin on the ritzdressed up like a million dollar trooper tryin hard to look like gary cooper super duper if youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz puttin on the ritz puttin on the ritz puttin on the ritzdowntown uptown get your kicks at the ritz dine n wine but not til nine the time is right for us to tonight we can move move to the rhythm you can move dance to the rhythm nice and easyi wantcha to move put it on puttin it on puttin it on puttin it on the r i t z how bout you and me says gotta dance gotta danceif youre blue and you dont know where to go to why dont you go where fashion sits puttin on the ritz puttin on the ritz puttin on the ritz puttin on the ritz 
32,sexual healing,marvin gaye,1983,69,2,80, get up get up get up get up wake up wake up wake up wake upoh baby now lets get down tonightooh baby im hot just like an oven i need some lovin and baby i cant hold it much longer its getting stronger and strongerand when i get that feeling i want sexual healing sexual healing oh baby makes me feel so finehelps to relieve my mind sexual healing baby is good for me sexual healing is something thats good for mewhenever blue teardrops are fallin and my emotional stability is leaving me there is something i can do i can get on the telephone and call you up babyand honey i know youll be there to relieve me the love you give to me will free me if you dont know the thing youre dealing ohh i can tell you darling that its sexual healingget up get up get up get up lets make love tonight wake up wake up wake up wake up cause you do it rightbaby i got sick this mornin a sea was stormin inside of me baby i think im capsizin the waves are risin and risinand when i get that feeling i want sexual healing sexual healing is good for me makes me feel so fine its such a rush helps to relieve the mind and its good for ussexual healing baby its good for me sexual healing is something thats good for me well its good for me and its so good to me my baby ohhcome take control just grab a hold of my body and mind soon well be making it honey ill be feeling fine youre my medicine open up and let me in darling youre so great i cant wait for you to operatei cant wait for you to operatewhen i get this feeling i need sexual healing oh when i get this feeling i need sexual healing i gotta have sexual healing darling cause im all alone sexual healing darling till you come back homeplease dont procrastinate its not good to masturbate 
33,keep feeling fascination,the human league,1983,68,1,80, if it seems a little time is needed decisions to be made the good advice of friends unheeded for the best of plans mislaidjust looking for a new direction in an old familiar way the forming of a new connection to study or to playand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onwell the truth may need some rearranging stories to be told and plain to see the facts are changing no meaning left to holdand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onand so the conversation turned until the sun went down and many fantasies were learned on that daykeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving onkeep feeling fascination passion burning love so strong keep feeling fascination looking learning moving on 
34,time clock of the heart,culture club,1983,67,2,80, dont put your head on my shoulder sink me in a river of tears this could be the best place yet but you must overcome your fearsooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time timedont make me feel any colder time is like a clock in my heart touch me touch was the key too much i felt i lost you from the startooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time time ooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real 
35,the safety dance,men without hats,1983,66,2,80,we can dance if we want to we can leave your friends behind cause your friends dont dance and if they dont dance well theyre no friends of mine say we can go where we want to a place where they will never find and we can act like we come from out of this world leave the real one far behind and we can dance dansez we can go when we want to night is young and so am i and we can dress real neat from our hats to our feet and surprise them with a victory cry say we can act if we want to if we dont nobody will and you can act real rude and totally removed and i can act like an imbecile and say we can dance we can dance everythings out of control we can dance we can dance were doing it from pole to pole we can dance we can dance everybody look at your hands we can dance we can dance everybodys taking the chance its a safety dance oh well its safe to dance yes it safe to dance we can dance if we want to weve got all your life and mine as long as we abuse it never going to lose it everything will work out right i say we can dance if we want to we can leave your friends behind cause your friends dont dance and if they dont dance well theyre no friends of mine i say we can dance we can dance everythings out of control we can dance we can dance were doing it from pole to pole we can dance we can dance everybody look at your hands we can dance we can dance everybodys taking the chance well its safe to dance yes its safe to dance well its safe to dance well its safe to dance yes its safe to dance well its safe to dance well its safe to dance its a safety dance well its a safety dance oh its a safety dance oh its a safety dance well its a safety dance
36,mickey,toni basil,1983,65,1,80, oh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickeyhey mickey youve been around all night and thats a little long you think youve got the right but i think youve got it wrong why cant you say goodnight so you can take me home mickeycause when you say you will it always means you wont youre givin me the chills baby please baby dont every night you still leave me all alone mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyhey mickey now when you take me by the hooves everyones gonna know every time you move i let a little more show theres somethin we can use so dont say no mickeyso come on and give it to me any way you can any way you wanna do it ill treat you like a man oh please baby please dont leave me in a jam mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickey hey mickeyoh mickey youre so fine youre so fine you blow my mind hey mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey oh what you do mickey do mickey dont break my heart mickeyoh mickey what a pity you dont understand you take me by the heart when you take me by the hand oh mickey youre so pretty cant you understand its guys like you mickey 
37,you cant hurry love,phil collins,1983,64,2,80, i need love love to ease my mind i need to find find someone to call mine but mama said you cant hurry love no you just have to wait she said love dont come easy its a game of give and take you cant hurry love no you just have to wait you gotta trust give it time no matter how long it takes but how many heartaches must i stand before i find a love to let me live again right now the only thing that keeps me hanging on when i feel my strength yeah its almost gone i remember mama saidyou cant hurry love no you just have to wait she said love dont come easy its a game of give and take how long must i wait how much more can i take before loneliness will cause my heart heart to break no i cant bear to live my life alone i grow impatient for a love to call my own but when i feel that i i cant go on these precious words keeps me hanging on i remember mama saidcant hurry love no you just have to wait she said love dont come easy its a game of give and takeyou cant hurry love no you just have to wait she said trust give it time no matter how long it takesno love love dont come easy but i keep on waiting anticipating for that soft voice to talk to me at night for some tender arms to hold me tight i keep waiting i keep on waiting but it aint easy it aint easy when mama saidyou cant hurry love no you just have to wait she said trust give it time no matter how long it takesyou cant hurry love no you just have to wait she said love dont come easy its a game of give and take you cant hurry love no you cant 
38,separate ways worlds apart,journey,1983,63,1,80, here we stand worlds apart hearts broken in two two two sleepless nights losing ground im reachin for you you youfeelin that its gone can change your mind if we cant go on to survive the tide love dividessomeday love will find you break those chains that bind you one night will remind you how we touched and went our separate ways if he ever hurts you true love wont desert you you know i still love you though we touched and went our separate waystroubled times caught between confusion and pain pain pain distant eyes promises we made were in vain in vain vainif you must go i wish you love youll never walk alone take care my love miss you lovesomeday love will find you break those chains that bind you one night will remind you how we touched and went our separate ways if he ever hurts you true love wont desert you you know i still love you though we touched and went our separate wayssomeday love will find you break those chains that bind you one night will remind you if he ever hurts you true love wont desert you you know i still love youi still love you girl i really love you girl and if he ever hurts you true love wont desert you no no 
39,one on one,daryl hall  john oates,1983,62,2,80,im tired of playing on the team it seems i dont get time out anymore what a change if we set the pace face to face no one even trying to score and oh oh i can feel the magic of your touch and when you move in close a little bit means so much ooo yeah youve got to understand baby time out is what im here for one on one i wanna play that game tonight one on one i know i wanna play that one on one i wanna play that game tonight one on one so slow you cant tell me you dont miss me girl no i think i might know you too well i wonder what youd say if you knew that i was coming tonight want to i want you cant you tell one on one i wanna play that game tonight one on one i know i wanna play that one on one i wanna play that game tonight one on one so slow thats all you need to know now cause if its really right theres nothing else one on one i want to play that game tonight one on one i want to play that game tonight one on one i want to play that game tonight one on one i wanna play that game one on one on one on one girl there is nothing else but you and me i dont want no one else i dont want no one else baby im tired of playing im tired of playing i dont wanna play those games no more no more i wanna play with you girl i wanna play with you girl just you and me you and me you and me
40,weve got tonight,kenny rogers and sheena easton,1983,61,1,80, i know its late i know youre weary i know your plans dont include me still here we are both of us lonely longing for shelter from all that we see why should we worry no one will care girl look at the stars so far away weve got tonight who needs tomorrow weve got tonight babe why dont you staydeep in my soul ive been so lonely all of my hopes fading away ive longed for love like everyone else does i know ill keep searching even after today so there it is girl ive said it all now and here we are babe what do you say weve got tonight who needs tomorrow weve got tonight babe why dont you stayi know its late i know youre weary i know your plans dont include me still here we are both of us lonely both of us lonelyweve got tonight who needs tomorrow lets make it last lets find a way turn out the light come take my hand now weve got tonight babe why dont you stay why dont you stay 
41,1999,prince,1983,60,2,80, dont worry i wont hurt you i only want you to have some funi was dreamin when i wrote this forgive me if it goes astray but when i woke up this mornin couldve sworn it was judgment day the sky was all purple there were people runnin everywhere tryin to run from the destruction you know i didnt even caresay say two thousand zero zero party over oops out of time so tonight im gonna party like its nineteen ninetyninei was dreamin when i wrote this so sue me if i go too fast but life is just a party and parties werent meant to last war is all around us my mind says prepare to fight so if i gotta die im gonna listen to my body tonight    meaning  byamandah   editor    only the musical genius that is prince could come up with a catchy single that doubles as a hardhitting protest song when the album 1999 hit shelved in 1982    see all   yeah hey they say two thousand zero zero party over oops out of time so tonight im gonna party like its nineteen ninetynine yeah yeah heypeople let me tell you somethinif you didnt come to party dont bother knockin on my door oww i got a lion in my pocket and baby hes ready to roar yeah hey everybodys got a bomb we could all die any day oh but before i let that happen ill dance my life away oh hothey say two thousand zero zero party over oops out of time were runnin out of time so tonight im gonna party like its nineteen ninetynine we gonna we gonna ohsay it one more time two thousand zero zero party over oops out of time no no so tonight im gonna party like its nineteen ninetynine we gonna we gonnaalright nineteen ninetynine you say it nineteen ninetynine mmm nineteen ninetynine oww nineteen ninetyninedont stop it dont stop it say it one more time two thousand zero zero party over oops out of time yeah yeah so tonight im gonna party like its nineteen ninetynine we gonna we gonna whoa yeah nineteen ninetynine dont you wanna go nineteen ninetynine dont you wanna go nineteen ninetynine we could all die any day nineteen ninetynine i dont wanna die id rather dance my life away nineteen ninetyninelisten to what im tryin to say everybody everybody say party come on now you say it party thats right everybody say party cant run from revelation no party sing it for your nation yall party ow dreamin when youre singin baby party say the telephone a ringin mama now party come on come on you say party everybody two times party ow work it down to the ground im sayin party oh baby say it again ooh hoo hoo party oh shake your body baby party thats right come on sing the song party ah aah ha party thats right party got a lion in my pocket mama say party ah and hes ready to roar partymommy why does everybody have a bomb mommy why does everybody have a bomb 
42,stray cat strut,stray cats,1983,59,3,80, ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh oohblack and orange stray cat sittin on a fence i aint got enough dough to pay the rent im flat broke but i dont care i strut right by with my tail in the airstray cat strut im a ladies cat im a feline casanova hey man thats that get a shoe thrown at me from a mean old man get my dinner from a garbage candont go crossing my pathi dont bother chasing mice around i slink down the alleyway looking for a fight howling to the moonlight on a hot summer night singin the blues while the lady cats cry wild stray cat youre a real gone guy i wish i could be as carefree and wild but i got cat class and i got cat stylei dont bother chasing mice around i slink down the alleyway looking for a fight howling to the moonlight on a hot summer night singin the blues while the lady cats cry wild stray cat youre a real gone guy i wish i could be as carefree and wild but i got cat class and i got cat style 
43,allentown,billy joel,1983,58,1,80, well were living here in allentown and theyre closing all the factories down out in bethlehem theyre killing time filling out forms standing in line well our fathers fought the second world war spent their weekends on the jersey shore met our mothers in the uso asked them to dance danced with them slow and were living here in allentownbut the restlessness was handed down and its getting very hard to staywell were waiting here in allentown for the pennsylvania we never found for the promises our teachers gave if we worked hard if we behavedso the graduations hang on the wall but they never really helped us at all no they never taught us what was real iron and coal and chromium steel and were waiting here in allentownbut theyve taken all the coal from the ground and the union people crawled awayevery child has a pretty good shot to get at least as far as their old man got but something happened on the way to that place they threw an american flag in our placewell im living here in allentown and its hard to keep a good man down but i wont be giving up todayand were living here in allentown 
44,stand back,stevie nicks,1983,57,0,80, no one looked as i walked by just an invitation would have been just fine said no to him again and again first he took my heart then he ranno one knows how i feel what i say unless you read between my lines one man walked away from me first he took my hand take me homestand back stand back in the middle of my room i did not hear from you its alright its alright to be standing in a line standing in a line i would crydo not turn away my friend like a willow i can bend no man calls my name no man cameso i walked on down away from you maybe your attention was more than you could do one man did not call he asked me for my love and that was allstand back stand back in the middle of my room i did not hear from you its alright its alright to be standing in a line standing in a line standing in a lineso i walked on down the line away from you maybe your attention was more than i could do one man did not call well he asked me for my love that was allstandback standbackyou do you do so i walked on down the line away from youmaby your attention was more than i could do one man did not call well he asked me for my love that was all standback standbackwell i need a little sympathy well i need a little sympathywell i need a little sympathiy i need to be standing in standback i need to be standing in standback i need to be standing in standback why dont you take me home why dont you take me home standback 
45,tell her about it,billy joel,1983,56,2,80, listen boy i dont want to see you let a good thing slip awayyou know i dont like watching anybody make the same mistakes i madeshes a real nice girl and shes always there for you but a nice girl wouldnt tell you what you should dolisten boy im sure that you think you got it all under controlyou dont want somebody telling you the way to stay in someones soulyoure a big boy now youll never let her go but thats just the kind of thing she ought to knowtell her about it tell her everything you feel give her every reason to accept that youre for realtell her about it tell her all your crazy dreams let her know you need her let her know how much she meanslisten boy its not automatically a certain guarantee to insure yourself youve got to provide communication constantlywhen you love someone youre always insecure and theres only one good way to reassuretell her about it let her know how much you care when she cant be with you tell her you wish you were theretell her about it every day before you leave pay her some attention give her something to believecause now and then shell get to worrying just because you havent spoken for so long though you may not have done anything will that be a consolation when shes gonelisten boy its good information from a man whos made mistakesjust a word or two that she gets from you could be the difference that it makesshes a trusting soul shes put her trust in you but a girl like that wont tell you what you should dotell her about it tell her everything you feel give her every reason to accept that youre for realtell her about it tell her all your crazy dreams let her know you need her let her know how much she meanstell her about it tell her how you feel right now tell her about it the girl dont want to wait too long you got to tell her about it tell her now and you wont go wrong you got to tell her about it before it gets too late you got to tell her about it you know the girl dont want to wait you got to tell her about it 
46,always something there to remind me,naked eyes,1983,55,1,80, i walk along the city streets you used to walk along with me and every step i take reminds me of just how we used to be oh how can i forget you girl when there is always something there to remind me always something there to remind mewhen shadows fall i pass a small cafe where we would dance at night and i cant help recalling how it felt to kiss and hold you tight oh how can i forget you girl when there is always something there to remind me always something there to remind mei was born to love her and i will never be free youll always be a part of meif you should find you miss the sweet and tender love we used to share just go back to the places where we used to go and ill be there oh how can i forget you girl when there is always something there to remind me always something there to remind mei was born to love her and i will never be free youll always be a part of me cause there is always something there to remind me always something there to remind mealways something there to remind me always something there to remind me always something there to remind me  
47,truly,lionel richie,1983,54,1,80, girl tell me only this that ill have your heart for always and you want me by your side whispering the words ill always love youand forever i will be your lover and i know if you really care i will always be therei need to tell you this theres no other love like your love and i as long as i live ill give you all the joy my heart and soul can givelet me hold you i need to have you near me and i feel with you in my arms this love will last foreverbecause im truly truly in love with you girl im truly head over heels with your love i need you and with your love im free and truly you know youre all rightwith me 
48,dirty laundry,don henley,1983,53,2,80, i make my living off the evening news just give me somethingsomething i can use people love it when you lose they love dirty laundrywell i coulda been an actor but i wound up here i just have to look good i dont have to be clear come and whisper in my ear give us dirty laundrykick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre down kick em when theyre up kick em all aroundwe got the bubbleheadedbleachblond who comes on at five she can tell you bout the plane crash with a gleam in her eye its interesting when people die give us dirty laundrycan we film the operation is the head dead yet you know the boys in the newsroom got a running bet get the widow on the set we need dirty laundryyou dont really need to find out whats going on you dont really want to know just how far its gone just leave well enough alone eat your dirty laundrykick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre stiff kick em all aroundkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre stiff kick em all arounddirty little secrets dirty little lies we got our dirty little fingers in everybodys pie we love to cut you down to size we love dirty laundrywe can do the innuendo we can dance and sing when its said and done we havent told you a thing we all know that kraft is king give us dirty laundrykick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre downkick em when theyre up kick em when theyre down kick em when theyre up kick em when theyre down 
49,the girl is mine,michael jackson and paul mccartney,1983,52,3,80, every night she walks right in my dreams since i met her from the start im so proud i am the only one who is special in her heartthe girl is mine the doggone girl is mine i know shes mine because the doggone girl is minei dont understand the way you think saying that shes yours not mine sending roses and your silly dreams really just a waste of timebecause shes mine the doggone girl is mine dont waste your time because the doggone girl is minei love you more than he take you anywherebut i love you endlessly loving we will shareso come and go with me to one townbut we both cannot have her so its one or the other and one day youll discover that shes my girl forever and everi dont build your hopes to be let down cause i really feel its timei know shell tell you im the one for her cause she said i blow her mindthe girl is mine the doggone girl is mine dont waste your time because the doggone girl is mineshes mine shes mine no no no shes mine the girl is mine the girl is mine the girl is mine the girl is minethe girl is mine yep shes mine the girl is mine yep shes minedont waste your time because the doggone girl is mine the girl is mine the girl is minemichael were not going to fight about this okay paul i think i told you im a lover not a fighter ive heard it all before michael she told me that im her forever lover you know dont you remember well after loving me she said she couldnt love another is that what she said yes she said it you keep dreaming i dont believe itthe girl is mine mine mine mine 
50,too shy,kajagoogoo,1983,51,0,80, tonguetongue tied or short of breath dont even try try a little harder somethings wrong im not naive you must be strong ooh baby tryhey girl move a little closeryoure too shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hushmodern medicine falls short of your complaint ooh try a little harder youre moving in circles wont you dilate ooh baby tryhey girl move a little closercause youre too shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hushtoo shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hush eye to eye too shy shy hush hush 
